svn;email;issues
stack;Ivan-Mitic-(JIRA);Ivan-Mitic-(JIRA)	20130417	hadoop-common-project	1
stack;Ivan-Mitic-(JIRA);Ivan-Mitic-(JIRA)	20130417	hadoop-hdfs-project	1
stack;Ivan-Mitic-(JIRA);Ivan-Mitic-(JIRA)	20130421	hadoop-common-project	1
stack;Ivan-Mitic-(JIRA);Ivan-Mitic-(JIRA)	20130421	hadoop-hdfs-project	1
stack;Ivan-Mitic-(JIRA);Ivan-Mitic-(JIRA)	20130421	hadoop-yarn-project	1
stack;Ivan-Mitic-(JIRA);Ivan-Mitic-(JIRA)	20130424	hadoop-mapreduce-project	1
stack;Ivan-Mitic-(JIRA);Ivan-Mitic-(JIRA)	20130429	hadoop-common-project	1
stack;Ivan-Mitic-(JIRA);Ivan-Mitic-(JIRA)	20130429	hadoop-mapreduce-project	1
stack;Ivan-Mitic-(JIRA);Ivan-Mitic-(JIRA)	20130508	hadoop-common-project	2
stack;Ivan-Mitic-(JIRA);Ivan-Mitic-(JIRA)	20130519	hadoop-common-project	1
stack;Ivan-Mitic-(JIRA);Ivan-Mitic-(JIRA)	20130519	hadoop-mapreduce-project	1
stack;Ivan-Mitic-(JIRA);Ivan-Mitic-(JIRA)	20130519	hadoop-yarn-project	2
stack;Ivan-Mitic-(JIRA);Ivan-Mitic-(JIRA)	20130522	hadoop-common-project	1
stack;Ivan-Mitic-(JIRA);Ivan-Mitic-(JIRA)	20130604	hadoop-mapreduce-project	1
stack;Ivan-Mitic-(JIRA);Ivan-Mitic-(JIRA)	20130606	hadoop-common-project	2
stack;Ivan-Mitic-(JIRA);Ivan-Mitic-(JIRA)	20130616	hadoop-mapreduce-project	1
stack;Ivan-Mitic-(JIRA);Ivan-Mitic-(JIRA)	20130629	hadoop-common-project	2
stack;Ivan-Mitic-(JIRA);Ivan-Mitic-(JIRA)	20130714	hadoop-mapreduce-project	1
stack;Ivan-Mitic-(JIRA);Ivan-Mitic-(JIRA)	20130730	hadoop-common-project	1
stack;Ivan-Mitic-(JIRA);Ivan-Mitic-(JIRA)	20130805	hadoop-common-project	1
stack;Ivan-Mitic-(JIRA);Ivan-Mitic-(JIRA)	20130811	hadoop-common-project	1
stack;Ivan-Mitic-(JIRA);Ivan-Mitic-(JIRA)	20130917	hadoop-common-project	1
stack;Ivan-Mitic-(JIRA);Ivan-Mitic-(JIRA)	20131011	hadoop-mapreduce-project	1
stack;Ivan-Mitic-(JIRA);Ivan-Mitic-(JIRA)	20131111	hadoop-common-project	1
stack;Ivan-Mitic-(JIRA);Ivan-Mitic-(JIRA)	20131226	hadoop-common-project	1
stack;J+A4518iqiu-(JIRA);J+A4518iqiu-(JIRA)	20130409	hadoop-hdfs-project	1
stack;J.-Rottinghuis;J.-Rottinghuis	20130601	hadoop-common-project	3
stack;J.-Rottinghuis;J.-Rottinghuis	20130601	hadoop-mapreduce-project	3
stack;J.-Rottinghuis;J.-Rottinghuis	20130601	hadoop-yarn-project	1
stack;J.-Rottinghuis;J.-Rottinghuis	20130919	hadoop-common-project	1
stack;J.Andreina-(JIRA);J.Andreina-(JIRA)	20130912	hadoop-yarn-project	1
stack;JOB-M-THOMAS-(JIRA);JOB-M-THOMAS-(JIRA)	20130607	hbase	1
stack;JOB-M-THOMAS-(JIRA);JOB-M-THOMAS-(JIRA)	20130611	hbase	1
stack;JOB-M-THOMAS-(JIRA);JOB-M-THOMAS-(JIRA)	20130612	hadoop-yarn-project	1
stack;JULIEN-LE-DEM;JULIEN-LE-DEM	20130115	pig	1
stack;Jackie-Chang-(JIRA);Jackie-Chang-(JIRA)	20130926	hadoop-common-project	1
stack;Jackie-Chang-(JIRA);Jackie-Chang-(JIRA)	20130926	hbase	1
stack;Jackie-Chang-(JIRA);Jackie-Chang-(JIRA)	20130927	hadoop-common-project	1
stack;Jacob-Perkins-(JIRA);Jacob-Perkins-(JIRA)	20130911	pig	1
stack;Jacob-Perkins-(JIRA);Jacob-Perkins-(JIRA)	20130925	pig	1
stack;Jacob-Perkins-(JIRA);Jacob-Perkins-(JIRA)	20131101	pig	5
stack;Jacob-Perkins-(JIRA);Jacob-Perkins-(JIRA)	20131104	pig	1
stack;Jacques-Nadeau-(JIRA);Jacques-Nadeau-(JIRA)	20130703	hadoop-common-project	2
stack;Jagane-Sundar;Jagane-Sundar	20130521	hadoop-common-project	1
stack;Jagane-Sundar;Jagane-Sundar	20130522	hadoop-common-project	1
stack;Jagane-Sundar;Jagane-Sundar	20131002	hadoop-common-project	1
stack;Jagane-Sundar-(JIRA);Jagane-Sundar-(JIRA)	20130328	hadoop-hdfs-project	1
stack;Jagane-Sundar-(JIRA);Jagane-Sundar-(JIRA)	20130528	hadoop-hdfs-project	1
stack;Jagmohan-Chauhan;Jagmohan-Chauhan	20130303	hadoop-common-project	1
stack;Jagmohan-Chauhan;Jagmohan-Chauhan	20130303	hadoop-mapreduce-project	1
stack;Jagmohan-Chauhan;Jagmohan-Chauhan	20130304	hadoop-common-project	1
stack;Jagmohan-Chauhan;Jagmohan-Chauhan	20130306	hadoop-common-project	3
stack;Jaideep-Dhok-(JIRA);Jaideep-Dhok-(JIRA)	20130110	hive	1
stack;Jaideep-Dhok-(JIRA);Jaideep-Dhok-(JIRA)	20130204	hive	7
stack;Jaideep-Dhok-(JIRA);Jaideep-Dhok-(JIRA)	20130205	hive	1
stack;Jaideep-Dhok-(JIRA);Jaideep-Dhok-(JIRA)	20130206	hive	1
stack;Jaideep-Dhok-(JIRA);Jaideep-Dhok-(JIRA)	20130521	hive	2
stack;Jaideep-Dhok-(JIRA);Jaideep-Dhok-(JIRA)	20130522	hive	2
stack;Jaideep-Dhok-(JIRA);Jaideep-Dhok-(JIRA)	20130523	hive	3
stack;Jaideep-Dhok-(JIRA);Jaideep-Dhok-(JIRA)	20130527	hive	1
stack;Jaideep-Dhok-(JIRA);Jaideep-Dhok-(JIRA)	20130528	hive	4
stack;Jaideep-Dhok-(JIRA);Jaideep-Dhok-(JIRA)	20130605	hive	1
stack;Jaideep-Dhok-(JIRA);Jaideep-Dhok-(JIRA)	20130613	hive	1
stack;Jaideep-Dhok-(JIRA);Jaideep-Dhok-(JIRA)	20130625	hive	1
stack;Jaideep-Dhok-(JIRA);Jaideep-Dhok-(JIRA)	20130627	hive	1
stack;Jaideep-Dhok-(JIRA);Jaideep-Dhok-(JIRA)	20130704	hive	2
stack;Jaideep-Dhok-(JIRA);Jaideep-Dhok-(JIRA)	20130814	hive	3
stack;Jaideep-Dhok-(JIRA);Jaideep-Dhok-(JIRA)	20130816	hive	3
stack;Jaideep-Dhok-(JIRA);Jaideep-Dhok-(JIRA)	20130906	hive	1
stack;Jaideep-Dhok-(JIRA);Jaideep-Dhok-(JIRA)	20131203	hive	2
stack;Jaideep-Dhok-(JIRA);Jaideep-Dhok-(JIRA)	20131205	hive	2
stack;Jaideep-Dhok-(JIRA);Jaideep-Dhok-(JIRA)	20131210	hive	1
stack;Jaideep-Dhok-(JIRA);Jaideep-Dhok-(JIRA)	20131213	hive	2
stack;Jaideep-Dhok-(JIRA);Jaideep-Dhok-(JIRA)	20131216	hive	3
stack;Jaideep-Dhok-(JIRA);Jaideep-Dhok-(JIRA)	20131224	hive	1
stack;Jaideep-Dhok-(JIRA);Jaideep-Dhok-(JIRA)	20131225	hive	1
stack;Jaideep-dhok;Jaideep-dhok	20130204	hive	1
stack;Jaideep-dhok;Jaideep-dhok	20131216	hive	3
stack;Jaigak-Song;Jaigak-Song	20130218	hadoop-common-project	1
stack;Jaimin-D-Jetly-(JIRA);Jaimin-D-Jetly-(JIRA)	20130820	hadoop-yarn-project	1
stack;Jakob-Homan;Jakob-Homan	20130108	hive	1
stack;Jakob-Homan;Jakob-Homan	20130712	hive	2
stack;Jakob-Homan;Jakob-Homan	20130729	hive	2
stack;Jakob-Homan;Jakob-Homan	20130826	hive	2
stack;Jakob-Homan;Jakob-Homan	20130912	hive	1
stack;Jakob-Homan-(JIRA);Jakob-Homan-(JIRA)	20130102	hive	1
stack;Jakob-Homan-(JIRA);Jakob-Homan-(JIRA)	20130103	hive	3
stack;Jakob-Homan-(JIRA);Jakob-Homan-(JIRA)	20130104	hive	2
stack;Jakob-Homan-(JIRA);Jakob-Homan-(JIRA)	20130108	hive	2
stack;Jakob-Homan-(JIRA);Jakob-Homan-(JIRA)	20130109	hive	1
stack;Jakob-Homan-(JIRA);Jakob-Homan-(JIRA)	20130125	hive	1
stack;Jakob-Homan-(JIRA);Jakob-Homan-(JIRA)	20130130	hive	1
stack;Jakob-Homan-(JIRA);Jakob-Homan-(JIRA)	20130201	hive	1
stack;Jakob-Homan-(JIRA);Jakob-Homan-(JIRA)	20130203	hive	1
stack;Jakob-Homan-(JIRA);Jakob-Homan-(JIRA)	20130313	pig	1
stack;Jakob-Homan-(JIRA);Jakob-Homan-(JIRA)	20130514	hive	1
stack;Jakob-Homan-(JIRA);Jakob-Homan-(JIRA)	20130522	hive	1
stack;Jakob-Homan-(JIRA);Jakob-Homan-(JIRA)	20130523	hive	1
stack;Jakob-Homan-(JIRA);Jakob-Homan-(JIRA)	20130621	hive	1
stack;Jakob-Homan-(JIRA);Jakob-Homan-(JIRA)	20130627	hive	1
stack;Jakob-Homan-(JIRA);Jakob-Homan-(JIRA)	20130715	hive	1
stack;Jakob-Homan-(JIRA);Jakob-Homan-(JIRA)	20130729	hive	6
stack;Jakob-Homan-(JIRA);Jakob-Homan-(JIRA)	20130826	hive	1
stack;Jakob-Homan-(JIRA);Jakob-Homan-(JIRA)	20131120	hive	1
stack;Jakob-Sultan-Ericsson-(JIRA);Jakob-Sultan-Ericsson-(JIRA)	20130826	pig	2
stack;Jakob-Sultan-Ericsson-(JIRA);Jakob-Sultan-Ericsson-(JIRA)	20130829	pig	1
stack;Jakob-Sultan-Ericsson-(JIRA);Jakob-Sultan-Ericsson-(JIRA)	20130916	pig	2
stack;Jakob-Sultan-Ericsson-(JIRA);Jakob-Sultan-Ericsson-(JIRA)	20131211	hive	1
stack;Jakub-Glapa-(JIRA);Jakub-Glapa-(JIRA)	20130329	pig	3
stack;Jakub-Holy-(JIRA);Jakub-Holy-(JIRA)	20130524	hive	1
stack;Jamal-(JIRA);Jamal-(JIRA)	20130628	hive	2
stack;James-(JIRA);James-(JIRA)	20130103	pig	2
stack;James-(JIRA);James-(JIRA)	20130110	hadoop-common-project	1
stack;James-(JIRA);James-(JIRA)	20130115	pig	1
stack;James-Carman;James-Carman	20130728	hadoop-common-project	4
stack;James-Carman;James-Carman	20130729	hadoop-common-project	4
stack;James-Carman;James-Carman	20130730	hadoop-common-project	1
stack;James-Kebinger-(JIRA);James-Kebinger-(JIRA)	20130314	hive	1
stack;James-Kinley-(JIRA);James-Kinley-(JIRA)	20130308	hadoop-hdfs-project	1
stack;James-Kinley-(JIRA);James-Kinley-(JIRA)	20130809	hadoop-common-project	1
stack;James-Kinley-(JIRA);James-Kinley-(JIRA)	20130925	hbase	1
stack;James-Taylor;James-Taylor	20130109	hbase	1
stack;James-Taylor;James-Taylor	20130112	hbase	1
stack;James-Taylor;James-Taylor	20130120	hbase	2
stack;James-Taylor;James-Taylor	20130122	hbase	1
stack;James-Taylor;James-Taylor	20130123	hbase	1
stack;James-Taylor;James-Taylor	20130218	hbase	1
stack;James-Taylor;James-Taylor	20130308	hbase	1
stack;James-Taylor;James-Taylor	20130401	hbase	2
stack;James-Taylor;James-Taylor	20130402	hbase	2
stack;James-Taylor;James-Taylor	20130404	hbase	2
stack;James-Taylor;James-Taylor	20130405	hbase	1
stack;James-Taylor;James-Taylor	20130406	hbase	1
stack;James-Taylor;James-Taylor	20130425	hbase	1
stack;James-Taylor;James-Taylor	20130508	hbase	2
stack;James-Taylor;James-Taylor	20130731	hbase	4
stack;James-Taylor;James-Taylor	20130814	hbase	1
stack;James-Taylor;James-Taylor	20130823	hbase	1
stack;James-Taylor;James-Taylor	20130904	hbase	1
stack;James-Taylor;James-Taylor	20130913	hbase	3
stack;James-Taylor;James-Taylor	20131217	hbase	1
stack;James-Taylor-(JIRA);James-Taylor-(JIRA)	20130210	hbase	1
stack;James-Taylor-(JIRA);James-Taylor-(JIRA)	20130326	hbase	1
stack;James-Taylor-(JIRA);James-Taylor-(JIRA)	20130423	hbase	1
stack;James-Taylor-(JIRA);James-Taylor-(JIRA)	20130524	hbase	1
stack;James-Taylor-(JIRA);James-Taylor-(JIRA)	20130821	hbase	1
stack;James-Taylor-(JIRA);James-Taylor-(JIRA)	20130822	hbase	1
stack;James-Taylor-(JIRA);James-Taylor-(JIRA)	20130823	hbase	1
stack;James-Taylor-(JIRA);James-Taylor-(JIRA)	20131229	hbase	2
stack;James-Vaughan-(JIRA);James-Vaughan-(JIRA)	20130103	hive	1
stack;James-Vaughan-(JIRA);James-Vaughan-(JIRA)	20130106	hive	1
stack;James-Warren;James-Warren	20130103	hive	1
stack;JamesLi-(JIRA);JamesLi-(JIRA)	20130102	hadoop-mapreduce-project	1
stack;Jan-Erik-Hedbom-(JIRA);Jan-Erik-Hedbom-(JIRA)	20131219	hive	1
stack;Jan-Van-Besien-(JIRA);Jan-Van-Besien-(JIRA)	20131203	hive	2
stack;Jan-de-Ruiter-(JIRA);Jan-de-Ruiter-(JIRA)	20130307	pig	1
stack;Janne-Valkealahti;Janne-Valkealahti	20130904	hadoop-yarn-project	1
stack;Janne-Valkealahti;Janne-Valkealahti	20130906	hadoop-yarn-project	1
stack;Jarek-Cecho;Jarek-Cecho	20130123	pig	3
stack;Jarek-Cecho;Jarek-Cecho	20130207	hive	5
stack;Jarek-Cecho;Jarek-Cecho	20130214	hive	1
stack;Jarek-Cecho;Jarek-Cecho	20130215	hive	1
stack;Jarek-Cecho;Jarek-Cecho	20130717	hive	1
stack;Jarek-Cecho;Jarek-Cecho	20131003	pig	1
stack;Jarek-Cecho;Jarek-Cecho	20131004	pig	1
stack;Jarek-Cecho;Jarek-Cecho	20131016	pig	2
stack;Jarek-Jarcec-Cecho;Jarek-Jarcec-Cecho	20130104	pig	1
stack;Jarek-Jarcec-Cecho;Jarek-Jarcec-Cecho	20130106	hive	1
stack;Jarek-Jarcec-Cecho;Jarek-Jarcec-Cecho	20130111	pig	2
stack;Jarek-Jarcec-Cecho;Jarek-Jarcec-Cecho	20130115	pig	1
stack;Jarek-Jarcec-Cecho;Jarek-Jarcec-Cecho	20130120	pig	1
stack;Jarek-Jarcec-Cecho;Jarek-Jarcec-Cecho	20130123	pig	2
stack;Jarek-Jarcec-Cecho;Jarek-Jarcec-Cecho	20130127	hive	1
stack;Jarek-Jarcec-Cecho;Jarek-Jarcec-Cecho	20130201	pig	1
stack;Jarek-Jarcec-Cecho;Jarek-Jarcec-Cecho	20130202	hive	1
stack;Jarek-Jarcec-Cecho;Jarek-Jarcec-Cecho	20130202	pig	1
stack;Jarek-Jarcec-Cecho;Jarek-Jarcec-Cecho	20130203	pig	1
stack;Jarek-Jarcec-Cecho;Jarek-Jarcec-Cecho	20130205	pig	1
stack;Jarek-Jarcec-Cecho;Jarek-Jarcec-Cecho	20130215	hive	2
stack;Jarek-Jarcec-Cecho;Jarek-Jarcec-Cecho	20130220	pig	2
stack;Jarek-Jarcec-Cecho;Jarek-Jarcec-Cecho	20130304	hive	1
stack;Jarek-Jarcec-Cecho;Jarek-Jarcec-Cecho	20130606	pig	1
stack;Jarek-Jarcec-Cecho;Jarek-Jarcec-Cecho	20130716	hive	1
stack;Jarek-Jarcec-Cecho;Jarek-Jarcec-Cecho	20130721	hive	2
stack;Jarek-Jarcec-Cecho;Jarek-Jarcec-Cecho	20130820	hive	1
stack;Jarek-Jarcec-Cecho;Jarek-Jarcec-Cecho	20130903	pig	1
stack;Jarek-Jarcec-Cecho;Jarek-Jarcec-Cecho	20130904	hive	1
stack;Jarek-Jarcec-Cecho;Jarek-Jarcec-Cecho	20130910	pig	1
stack;Jarek-Jarcec-Cecho;Jarek-Jarcec-Cecho	20130911	pig	1
stack;Jarek-Jarcec-Cecho;Jarek-Jarcec-Cecho	20130912	pig	1
stack;Jarek-Jarcec-Cecho;Jarek-Jarcec-Cecho	20131008	pig	1
stack;Jarek-Jarcec-Cecho;Jarek-Jarcec-Cecho	20131014	pig	1
stack;Jarek-Jarcec-Cecho;Jarek-Jarcec-Cecho	20131024	hive	1
stack;Jarek-Jarcec-Cecho;Jarek-Jarcec-Cecho	20131031	hive	1
stack;Jarek-Jarcec-Cecho;Jarek-Jarcec-Cecho	20131104	hive	1
stack;Jarek-Jarcec-Cecho;Jarek-Jarcec-Cecho	20131111	hive	1
stack;Jarek-Jarcec-Cecho;Jarek-Jarcec-Cecho	20131115	hive	1
stack;Jarek-Jarcec-Cecho;Jarek-Jarcec-Cecho	20131117	hive	1
stack;Jarek-Jarcec-Cecho;Jarek-Jarcec-Cecho	20131121	hive	1
stack;Jarek-Jarcec-Cecho;Jarek-Jarcec-Cecho	20131126	hive	1
stack;Jarek-Jarcec-Cecho;Jarek-Jarcec-Cecho	20131227	hive	1
stack;Jarek-Jarcec-Cecho-(JIRA);Jarek-Jarcec-Cecho-(JIRA)	20130109	pig	3
stack;Jarek-Jarcec-Cecho-(JIRA);Jarek-Jarcec-Cecho-(JIRA)	20130111	pig	3
stack;Jarek-Jarcec-Cecho-(JIRA);Jarek-Jarcec-Cecho-(JIRA)	20130113	pig	1
stack;Jarek-Jarcec-Cecho-(JIRA);Jarek-Jarcec-Cecho-(JIRA)	20130120	pig	2
stack;Jarek-Jarcec-Cecho-(JIRA);Jarek-Jarcec-Cecho-(JIRA)	20130121	pig	1
stack;Jarek-Jarcec-Cecho-(JIRA);Jarek-Jarcec-Cecho-(JIRA)	20130123	pig	11
stack;Jarek-Jarcec-Cecho-(JIRA);Jarek-Jarcec-Cecho-(JIRA)	20130124	pig	1
stack;Jarek-Jarcec-Cecho-(JIRA);Jarek-Jarcec-Cecho-(JIRA)	20130125	pig	1
stack;Jarek-Jarcec-Cecho-(JIRA);Jarek-Jarcec-Cecho-(JIRA)	20130126	pig	1
stack;Jarek-Jarcec-Cecho-(JIRA);Jarek-Jarcec-Cecho-(JIRA)	20130127	pig	2
stack;Jarek-Jarcec-Cecho-(JIRA);Jarek-Jarcec-Cecho-(JIRA)	20130128	pig	2
stack;Jarek-Jarcec-Cecho-(JIRA);Jarek-Jarcec-Cecho-(JIRA)	20130129	pig	3
stack;Jarek-Jarcec-Cecho-(JIRA);Jarek-Jarcec-Cecho-(JIRA)	20130131	pig	1
stack;Jarek-Jarcec-Cecho-(JIRA);Jarek-Jarcec-Cecho-(JIRA)	20130207	hive	13
stack;Jarek-Jarcec-Cecho-(JIRA);Jarek-Jarcec-Cecho-(JIRA)	20130208	hive	3
stack;Jarek-Jarcec-Cecho-(JIRA);Jarek-Jarcec-Cecho-(JIRA)	20130211	hive	1
stack;Jarek-Jarcec-Cecho-(JIRA);Jarek-Jarcec-Cecho-(JIRA)	20130211	pig	2
stack;Jarek-Jarcec-Cecho-(JIRA);Jarek-Jarcec-Cecho-(JIRA)	20130214	hive	3
stack;Jarek-Jarcec-Cecho-(JIRA);Jarek-Jarcec-Cecho-(JIRA)	20130215	hive	9
stack;Jarek-Jarcec-Cecho-(JIRA);Jarek-Jarcec-Cecho-(JIRA)	20130215	pig	1
stack;Jarek-Jarcec-Cecho-(JIRA);Jarek-Jarcec-Cecho-(JIRA)	20130218	hive	1
stack;Jarek-Jarcec-Cecho-(JIRA);Jarek-Jarcec-Cecho-(JIRA)	20130218	pig	2
stack;Jarek-Jarcec-Cecho-(JIRA);Jarek-Jarcec-Cecho-(JIRA)	20130219	hive	1
stack;Jarek-Jarcec-Cecho-(JIRA);Jarek-Jarcec-Cecho-(JIRA)	20130220	hive	3
stack;Jarek-Jarcec-Cecho-(JIRA);Jarek-Jarcec-Cecho-(JIRA)	20130223	pig	1
stack;Jarek-Jarcec-Cecho-(JIRA);Jarek-Jarcec-Cecho-(JIRA)	20130226	pig	1
stack;Jarek-Jarcec-Cecho-(JIRA);Jarek-Jarcec-Cecho-(JIRA)	20130228	hive	1
stack;Jarek-Jarcec-Cecho-(JIRA);Jarek-Jarcec-Cecho-(JIRA)	20130228	pig	2
stack;Jarek-Jarcec-Cecho-(JIRA);Jarek-Jarcec-Cecho-(JIRA)	20130309	hive	1
stack;Jarek-Jarcec-Cecho-(JIRA);Jarek-Jarcec-Cecho-(JIRA)	20130311	pig	1
stack;Jarek-Jarcec-Cecho-(JIRA);Jarek-Jarcec-Cecho-(JIRA)	20130313	hive	1
stack;Jarek-Jarcec-Cecho-(JIRA);Jarek-Jarcec-Cecho-(JIRA)	20130717	hive	4
stack;Jarek-Jarcec-Cecho-(JIRA);Jarek-Jarcec-Cecho-(JIRA)	20130721	hive	2
stack;Jarek-Jarcec-Cecho-(JIRA);Jarek-Jarcec-Cecho-(JIRA)	20130723	pig	2
stack;Jarek-Jarcec-Cecho-(JIRA);Jarek-Jarcec-Cecho-(JIRA)	20130724	hive	1
stack;Jarek-Jarcec-Cecho-(JIRA);Jarek-Jarcec-Cecho-(JIRA)	20130729	pig	2
stack;Jarek-Jarcec-Cecho-(JIRA);Jarek-Jarcec-Cecho-(JIRA)	20130731	pig	1
stack;Jarek-Jarcec-Cecho-(JIRA);Jarek-Jarcec-Cecho-(JIRA)	20130813	hive	2
stack;Jarek-Jarcec-Cecho-(JIRA);Jarek-Jarcec-Cecho-(JIRA)	20130815	hive	2
stack;Jarek-Jarcec-Cecho-(JIRA);Jarek-Jarcec-Cecho-(JIRA)	20130904	hive	4
stack;Jarek-Jarcec-Cecho-(JIRA);Jarek-Jarcec-Cecho-(JIRA)	20130905	pig	3
stack;Jarek-Jarcec-Cecho-(JIRA);Jarek-Jarcec-Cecho-(JIRA)	20130910	hive	5
stack;Jarek-Jarcec-Cecho-(JIRA);Jarek-Jarcec-Cecho-(JIRA)	20130911	hive	1
stack;Jarek-Jarcec-Cecho-(JIRA);Jarek-Jarcec-Cecho-(JIRA)	20130912	pig	2
stack;Jarek-Jarcec-Cecho-(JIRA);Jarek-Jarcec-Cecho-(JIRA)	20130925	pig	2
stack;Jarek-Jarcec-Cecho-(JIRA);Jarek-Jarcec-Cecho-(JIRA)	20130926	pig	5
stack;Jarek-Jarcec-Cecho-(JIRA);Jarek-Jarcec-Cecho-(JIRA)	20131001	pig	2
stack;Jarek-Jarcec-Cecho-(JIRA);Jarek-Jarcec-Cecho-(JIRA)	20131003	pig	4
stack;Jarek-Jarcec-Cecho-(JIRA);Jarek-Jarcec-Cecho-(JIRA)	20131016	pig	4
stack;Jarek-Jarcec-Cecho-(JIRA);Jarek-Jarcec-Cecho-(JIRA)	20131021	pig	1
stack;Jarek-Jarcec-Cecho-(JIRA);Jarek-Jarcec-Cecho-(JIRA)	20131022	hbase	1
stack;Jarek-Jarcec-Cecho-(JIRA);Jarek-Jarcec-Cecho-(JIRA)	20131022	pig	4
stack;Jarek-Jarcec-Cecho-(JIRA);Jarek-Jarcec-Cecho-(JIRA)	20131023	pig	2
stack;Jarek-Jarcec-Cecho-(JIRA);Jarek-Jarcec-Cecho-(JIRA)	20131025	hive	2
stack;Jarek-Jarcec-Cecho-(JIRA);Jarek-Jarcec-Cecho-(JIRA)	20131102	pig	1
stack;Jarek-Jarcec-Cecho-(JIRA);Jarek-Jarcec-Cecho-(JIRA)	20131103	hive	1
stack;Jarek-Jarcec-Cecho-(JIRA);Jarek-Jarcec-Cecho-(JIRA)	20131115	pig	2
stack;Jarek-Jarcec-Cecho-(JIRA);Jarek-Jarcec-Cecho-(JIRA)	20131118	pig	2
stevel;Jarek-Jarcec-Cecho-(JIRA);Jarek-Jarcec-Cecho-(JIRA)	20131119	pig	2
stevel;Jarek-Jarcec-Cecho-(JIRA);Jarek-Jarcec-Cecho-(JIRA)	20131120	pig	1
stevel;Jarek-Jarcec-Cecho-(JIRA);Jarek-Jarcec-Cecho-(JIRA)	20131123	pig	1
stevel;Jarek-Jarcec-Cecho-(JIRA);Jarek-Jarcec-Cecho-(JIRA)	20131125	pig	1
stevel;Jarek-Jarcec-Cecho-(JIRA);Jarek-Jarcec-Cecho-(JIRA)	20131218	pig	4
stevel;Jarek-Jarcec-Cecho-(JIRA);Jarek-Jarcec-Cecho-(JIRA)	20131219	pig	1
stevel;Jarek-Jarcec-Cecho-(JIRA);Jarek-Jarcec-Cecho-(JIRA)	20131223	pig	1
stevel;Jason-Bray-(JIRA);Jason-Bray-(JIRA)	20130618	hbase	1
stevel;Jason-Dere;Jason-Dere	20130106	hive	1
stevel;Jason-Dere;Jason-Dere	20130115	hive	1
stevel;Jason-Dere;Jason-Dere	20130122	hive	1
stevel;Jason-Dere;Jason-Dere	20130124	hive	1
stevel;Jason-Dere;Jason-Dere	20130127	hive	1
stevel;Jason-Dere;Jason-Dere	20130129	hive	4
stevel;Jason-Dere;Jason-Dere	20130203	hive	1
stevel;Jason-Dere;Jason-Dere	20130204	hive	2
stevel;Jason-Dere;Jason-Dere	20130206	hive	2
stevel;Jason-Dere;Jason-Dere	20130207	hive	1
stevel;Jason-Dere;Jason-Dere	20130830	hive	1
stevel;Jason-Dere;Jason-Dere	20130904	hive	1
stevel;Jason-Dere;Jason-Dere	20130914	hive	1
stevel;Jason-Dere;Jason-Dere	20131005	hive	1
stevel;Jason-Dere;Jason-Dere	20131016	hive	2
stevel;Jason-Dere;Jason-Dere	20131028	hive	2
stevel;Jason-Dere;Jason-Dere	20131101	hive	1
stevel;Jason-Dere;Jason-Dere	20131104	hive	2
stevel;Jason-Dere;Jason-Dere	20131105	hive	1
stevel;Jason-Dere;Jason-Dere	20131107	hive	1
stevel;Jason-Dere;Jason-Dere	20131108	hive	2
stevel;Jason-Dere;Jason-Dere	20131110	hive	3
stevel;Jason-Dere;Jason-Dere	20131114	hive	2
stevel;Jason-Dere;Jason-Dere	20131115	hive	1
stevel;Jason-Dere;Jason-Dere	20131116	hive	1
stevel;Jason-Dere;Jason-Dere	20131119	hive	1
stevel;Jason-Dere;Jason-Dere	20131121	hive	1
stevel;Jason-Dere;Jason-Dere	20131122	hive	1
stevel;Jason-Dere;Jason-Dere	20131123	hive	1
stevel;Jason-Dere;Jason-Dere	20131128	hive	1
stevel;Jason-Dere;Jason-Dere	20131204	hive	1
stevel;Jason-Dere;Jason-Dere	20131218	hive	1
stevel;Jason-Dere;Jason-Dere	20131219	hive	1
stevel;Jason-Dere-(JIRA);Jason-Dere-(JIRA)	20130102	hive	2
stevel;Jason-Dere-(JIRA);Jason-Dere-(JIRA)	20130103	hive	1
stevel;Jason-Dere-(JIRA);Jason-Dere-(JIRA)	20130107	hive	3
stevel;Jason-Dere-(JIRA);Jason-Dere-(JIRA)	20130108	hive	3
stevel;Jason-Dere-(JIRA);Jason-Dere-(JIRA)	20130109	hive	1
stevel;Jason-Dere-(JIRA);Jason-Dere-(JIRA)	20130110	hive	1
stevel;Jason-Dere-(JIRA);Jason-Dere-(JIRA)	20130111	hive	1
stevel;Jason-Dere-(JIRA);Jason-Dere-(JIRA)	20130115	hive	5
stevel;Jason-Dere-(JIRA);Jason-Dere-(JIRA)	20130116	hive	2
stevel;Jason-Dere-(JIRA);Jason-Dere-(JIRA)	20130117	hive	2
stevel;Jason-Dere-(JIRA);Jason-Dere-(JIRA)	20130122	hive	5
stevel;Jason-Dere-(JIRA);Jason-Dere-(JIRA)	20130123	hive	4
stevel;Jason-Dere-(JIRA);Jason-Dere-(JIRA)	20130124	hive	6
stevel;Jason-Dere-(JIRA);Jason-Dere-(JIRA)	20130126	hive	2
stevel;Jason-Dere-(JIRA);Jason-Dere-(JIRA)	20130128	hive	8
stevel;Jason-Dere-(JIRA);Jason-Dere-(JIRA)	20130129	hive	13
stevel;Jason-Dere-(JIRA);Jason-Dere-(JIRA)	20130130	hive	3
