"","name","date","project","email_count","svn_count","watches","votes","jira_count","jira_type","jira_priority"
"96","cm_t1",3,"team1",2,5,0,0,0,0,0
"97","cm_t1",3,"team1",2,303,0,0,0,0,0
"98","cm_t1",3,"team1",2,37,0,0,0,0,0
"99","cm_t1",3,"team1",2,13,0,0,0,0,0
"100","cm_t1",3,"team1",2,5,0,0,0,0,0
"101","cm_t1",3,"team1",2,23,0,0,0,0,0
"102","cm_t1",3,"team1",6,5,0,0,0,0,0
"103","cm_t1",3,"team1",6,303,0,0,0,0,0
"104","cm_t1",3,"team1",6,37,0,0,0,0,0
"105","cm_t1",3,"team1",6,13,0,0,0,0,0
"106","cm_t1",3,"team1",6,5,0,0,0,0,0
"107","cm_t1",3,"team1",6,23,0,0,0,0,0
"108","cm_t1",4,"team1",2,9,0,0,0,0,0
"109","cm_t1",4,"team1",2,3,0,0,0,0,0
"110","cm_t1",4,"team1",2,3,0,0,0,0,0
"111","cm_t1",4,"team1",2,9,0,0,0,0,0
"112","cm_t1",4,"team1",2,3,0,0,0,0,0
"113","cm_t1",4,"team1",2,3,0,0,0,0,0
"114","cm_t1",4,"team1",2,9,0,0,0,0,0
"115","cm_t1",4,"team1",2,3,0,0,0,0,0
"116","cm_t1",4,"team1",2,3,0,0,0,0,0
"117","cm_t1",4,"team1",2,9,0,0,0,0,0
"118","cm_t1",4,"team1",2,3,0,0,0,0,0
"119","cm_t1",4,"team1",2,3,0,0,0,0,0
"120","cm_t1",4,"team1",7,9,0,0,0,0,0
"121","cm_t1",4,"team1",7,3,0,0,0,0,0
"122","cm_t1",4,"team1",7,3,0,0,0,0,0
"123","cm_t1",4,"team1",5,9,0,0,0,0,0
"124","cm_t1",4,"team1",5,3,0,0,0,0,0
"125","cm_t1",4,"team1",5,3,0,0,0,0,0
"126","cm_t1",4,"team1",4,9,0,0,0,0,0
"127","cm_t1",4,"team1",4,3,0,0,0,0,0
"128","cm_t1",4,"team1",4,3,0,0,0,0,0
"129","cm_t1",5,"team1",6,7,0,0,0,0,0
"130","cm_t1",5,"team1",6,22,0,0,0,0,0
"131","cm_t1",5,"team1",6,16,0,0,0,0,0
"132","cm_t1",5,"team1",6,5,0,0,0,0,0
"133","cm_t1",5,"team1",6,5,0,0,0,0,0
"134","cm_t1",5,"team1",6,5,0,0,0,0,0
"135","cm_t1",5,"team1",5,7,0,0,0,0,0
"136","cm_t1",5,"team1",5,22,0,0,0,0,0
"137","cm_t1",5,"team1",5,16,0,0,0,0,0
"138","cm_t1",5,"team1",5,5,0,0,0,0,0
"139","cm_t1",5,"team1",5,5,0,0,0,0,0
"140","cm_t1",5,"team1",5,5,0,0,0,0,0
"141","cm_t1",5,"team1",4,7,0,0,0,0,0
"142","cm_t1",5,"team1",4,22,0,0,0,0,0
"143","cm_t1",5,"team1",4,16,0,0,0,0,0
"144","cm_t1",5,"team1",4,5,0,0,0,0,0
"145","cm_t1",5,"team1",4,5,0,0,0,0,0
"146","cm_t1",5,"team1",4,5,0,0,0,0,0
"147","cm_t1",5,"team1",10,7,0,0,0,0,0
"148","cm_t1",5,"team1",10,22,0,0,0,0,0
"149","cm_t1",5,"team1",10,16,0,0,0,0,0
"150","cm_t1",5,"team1",10,5,0,0,0,0,0
"151","cm_t1",5,"team1",10,5,0,0,0,0,0
"152","cm_t1",5,"team1",10,5,0,0,0,0,0
"153","cm_t1",5,"team1",2,7,0,0,0,0,0
"154","cm_t1",5,"team1",2,22,0,0,0,0,0
"155","cm_t1",5,"team1",2,16,0,0,0,0,0
"156","cm_t1",5,"team1",2,5,0,0,0,0,0
"157","cm_t1",5,"team1",2,5,0,0,0,0,0
"158","cm_t1",5,"team1",2,5,0,0,0,0,0
"159","cm_t1",6,"team1",6,7,0,0,0,0,0
"160","cm_t1",6,"team1",6,5,0,0,0,0,0
"161","cm_t1",6,"team1",6,5,0,0,0,0,0
"162","cm_t1",6,"team1",6,4,0,0,0,0,0
"163","cm_t1",6,"team1",6,33,0,0,0,0,0
"164","cm_t1",6,"team1",6,14,0,0,0,0,0
"165","cm_t1",6,"team1",6,10,0,0,0,0,0
"166","cm_t1",6,"team1",6,5,0,0,0,0,0
"167","cm_t1",6,"team1",6,4,0,0,0,0,0
"168","cm_t1",6,"team1",6,3,0,0,0,0,0
"169","cm_t1",6,"team1",6,5,0,0,0,0,0
"170","cm_t1",6,"team1",6,7,0,0,0,0,0
"171","cm_t1",6,"team1",2,7,0,0,0,0,0
"172","cm_t1",6,"team1",2,5,0,0,0,0,0
"173","cm_t1",6,"team1",2,5,0,0,0,0,0
"174","cm_t1",6,"team1",2,4,0,0,0,0,0
"175","cm_t1",6,"team1",2,33,0,0,0,0,0
"176","cm_t1",6,"team1",2,14,0,0,0,0,0
"177","cm_t1",6,"team1",2,10,0,0,0,0,0
"178","cm_t1",6,"team1",2,5,0,0,0,0,0
